Sample Date,Latitude,Longitude,Total Pieces/L ,,,
12/5/2014,17.76666667,-47.13333333,6,,,
12/5/2014,18.3,-48.1,7,,,
12/5/2014,19.08805,-43.6777,2,,,
12/5/2014,18.1069,-36.71701667,3,,,
12/5/2014,14.11025,-59.28061667,20,,,
12/5/2014,17.04061667,-44.90875,0,,,
12/5/2014,18.30433333,-45.50966667,22,,,
12/5/2014,18.12511667,-46.21311667,6,,,
12/5/2014,18.70473333,-44.61356667,6,,,
12/5/2014,15.11861667,-43.88981667,5,,,
12/5/2014,19.01666667,-38.445,92,,,
12/5/2014,17.80166667,-38.19,6,,,
12/5/2014,14.12461667,-60.83735,5,,,
12/5/2014,18.53444444,-42.89583333,0,,,
12/5/2014,16.5,-38.25216667,178,,,
12/5/2014,47.5122,-122.4973,13,,,
12/5/2014,47.7292,-122.5516,7,,,
12/5/2014,15.59,-50.18,6,,,
12/5/2014,17.12088333,-46.43686667,6,,,
12/5/2014,17.78496667,-44.90255,2,,,
12/5/2014,16.31908333,-35.89073333,51,,,
12/5/2014,16.866746,-48.250017,35,,,
12/6/2014,19.55,-45.24,8,,,
12/6/2014,18.58333333,-42.21666667,3,,,
12/6/2014,17.38016667,-46.67625,31,,,
12/6/2014,18.93333333,-41.51666667,4,,,
12/6/2014,18.32268333,-42.28146667,10,,,
12/6/2014,17.54983333,-47.654,18,,,
12/6/2014,15.18166667,-54.02166667,48,,,
12/6/2014,17.905,-41.2835,15,,,
12/6/2014,17.65055,-40.10676667,0,,,
12/6/2014,15.7974,-52.1839,5,,,
12/6/2014,15.4108,-53.83721667,0,,,
12/6/2014,35.9433,-6.1325,12,,,
12/6/2014,36.2787,-4.8408,10,,,
12/6/2014,47.2109,-122.9087,2,,,
12/6/2014,57.166746,-2.079351,0,,,
12/6/2014,35.9477,-5.3356,14,,,
12/6/2014,36.88667,10.33028,1,,,
12/6/2014,35.9716,-5.5907,4,,,
12/6/2014,14.55,-53.53,8,,,
12/6/2014,16.46,-46.59,18,,,
12/6/2014,18.2,-42.43333333,40,,,
12/6/2014,17.31483333,-45.49983333,16,,,
12/6/2014,17.52666667,-48.35333333,3,,,
12/6/2014,15.15626667,-41.09096667,1,,,
12/6/2014,18.0665,-35.95661667,16,,,
12/7/2014,15.85,-53.66666667,3,,,
12/7/2014,17.3595,-36.05183333,19,,,
12/7/2014,16.11975,-53.88823333,4,,,
12/7/2014,16.59666667,-43.53666667,37,,,
12/7/2014,15.4,-56.43333333,12,,,
12/7/2014,15.94066667,-55.8,5,,,
12/7/2014,16.4902,-42.69746667,4,,,
12/7/2014,15.67161667,-48.45315,5,,,
12/7/2014,17.07166667,-53.82583333,9,,,
12/7/2014,19.38,-40.5,6,,,
12/7/2014,15.85,-35.6,21,,,
12/7/2014,18.22583333,-45.857,49,,,
12/8/2014,18.1452,-43.99441667,4,,,
12/8/2014,16.53333333,-51.68333333,3,,,
12/8/2014,15.315,-46.68166667,3,,,
12/8/2014,13.85556667,-59.91851667,1,,,
12/8/2014,14.97011667,-57.98538333,9,,,
12/8/2014,13.7395,-44.58,2,,,
12/8/2014,15.45583333,-55.36683333,84,,,
12/8/2014,16.55,-49.12,0,,,
12/8/2014,14.22236667,-57.95605,14,,,
12/8/2014,15.22485,-52.11328333,1,,,
12/8/2014,15.03333333,-55.66666667,36,,,
12/8/2014,14.235,-60.505,90,,,
12/8/2014,18.917,-39.80001667,39,,,
12/8/2014,15.64981667,-51.00783333,0,,,
12/8/2014,14.10176667,-48.74166667,10,,,
12/8/2014,17.68628333,-51.76156667,5,,,
12/8/2014,15.05556667,-57.53335,2,,,
12/8/2014,16.46716667,-53.672,4,,,
12/8/2014,15.751465,-45.38028167,1,,,
12/8/2014,15.46573333,-54.91021667,25,,,
12/8/2014,15.95333333,-56.31333333,6,,,
12/8/2014,14.73333333,-50.45,5,,,
12/8/2014,15.8,-51.1,11,,,
12/8/2014,16.01,-45.6,171,,,
12/8/2014,13.63633333,-55.46983333,9,,,
12/8/2014,16.74138889,-49.86583333,3,,,
12/8/2014,15.35233333,-44.78133333,55,,,
12/8/2014,18.2261,-57.0836,4,,,
12/8/2014,14.26136667,-54.28093333,3,,,
12/8/2014,15.94876667,-52.51593333,2,,,
12/8/2014,15.66218333,-43.79253333,59,,,
12/9/2014,15.28983333,-54.20916667,38,,,
12/9/2014,16.91666667,-49.28333333,4,,,
12/9/2014,15.34848333,-49.64153333,4,,,
12/9/2014,18.73866667,-51.42,3,,,
12/9/2014,14.09066667,-52.59008333,1,,,
12/9/2014,16.17133333,-51.66023333,1,,,
12/9/2014,13.92376667,-59.2152,4,,,
12/9/2014,15.57166667,-47.48466667,8,,,
12/9/2014,14.7917,-55.66391667,2,,,
12/9/2014,16.412,-47.81633333,12,,,
12/9/2014,14.55,-59,17,,,
12/9/2014,-45.893411,170.517767,1,,,
12/9/2014,-45.908697,170.512847,4,,,
12/9/2014,15.185,-53.72666667,4,,,
12/9/2014,15.17666667,-53.27716667,5,,,
12/9/2014,16.06666667,-48.4,88,,,
12/9/2014,15.6301,-40.54681667,29,,,
12/10/2014,15.045,-51.36833333,21,,,
12/10/2014,14.9766,-50.55616667,1,,,
12/10/2014,14.5,-54.81666667,0,,,
12/10/2014,16.26,-55.52,13,,,
12/10/2014,16.11666667,-52.3,7,,,
12/10/2014,14.3305,-60.44133333,8,,,
12/10/2014,14.57338333,-58.9478,17,,,
12/10/2014,14.34316667,-56.31153333,3,,,
12/10/2014,15.73626667,-54.41428333,20,,,
12/10/2014,22.67,-64.81,0,,,
12/10/2014,18.1284,-62.3021,7,,,
12/10/2014,33.0586,-16.3226,3,,,
12/10/2014,9.597,-84.679,0,,,
12/10/2014,14.46666667,-42.83333333,11,,,
12/10/2014,14.13833333,-58.96833333,0,,,
12/10/2014,14.76816667,-55.98583333,13,,,
12/10/2014,14.15976667,-51.96058333,4,,,
12/11/2014,14.38666667,-53.965,4,,,
12/11/2014,14.18085,-55.9548,2,,,
12/11/2014,14.54111667,-51.9311,71,,,
12/11/2014,14.83158333,-53.37563333,0,,,
12/11/2014,14.33666667,-57.67333333,7,,,
12/11/2014,14.67863333,-57.28321667,34,,,
12/11/2014,15.13566667,-50.80966667,6,,,
12/11/2014,15.39293333,-57.70411667,25,,,
12/11/2014,14.30233333,-58.7245,23,,,
12/11/2014,15.23,-56.21,4,,,
12/11/2014,14.47166667,-59.54033333,4,,,
12/11/2014,15.50166667,-52.535,46,,,
12/11/2014,18.0351,-63.1007,5,,,
12/11/2014,15.08066667,-51.268,71,,,
12/11/2014,14.72006667,-58.9304,10,,,
12/11/2014,14.04666667,-58.84,2,,,
12/11/2014,14.48133333,-58.01616667,18,,,
12/11/2014,15.52633333,-56.18,30,,,
12/11/2014,15.0196,-51.86673333,68,,,
12/12/2014,14.54533333,-56.4675,30,,,
12/12/2014,15.07366667,-58.81733333,15,,,
12/12/2014,15.65366667,-49.543,4,,,
12/12/2014,19.22,-60.14,13,,,
12/12/2014,14.49341667,-59.5731,24,,,
12/12/2014,14.89833333,-54.59,4,,,
12/12/2014,14.96666667,-56.96666667,1,,,
12/12/2014,14.6989,-57.35078333,20,,,
12/12/2014,14.25175,-60.49313333,5,,,
12/12/2014,15.86416667,-53.98133333,10,,,
12/12/2014,14.34405,-58.62546667,14,,,
12/12/2014,15.07833333,-58.64444444,7,,,
12/12/2014,33.0612,-16.3139,9,,,
12/12/2014,45.660404,-123.930485,0,,,
12/12/2014,45.554362,-123.89967,0,,,
12/12/2014,14.85266667,-60.50233333,1,,,
12/12/2014,13.46786667,-57.38666667,4,,,
12/12/2014,14.52133333,-59.62733333,30,,,
12/13/2014,14.61333333,-58.76,123,,,
12/13/2014,14.03333333,-50.63333333,13,,,
12/13/2014,14.12806667,-60.79105,0,,,
12/13/2014,15.21181667,-49.82036667,44,,,
12/14/2014,14.34366667,-59.33883333,16,,,
12/14/2014,15.1785,-53.7555,0,,,
12/15/2014,14.82383333,-18.112,2,,,
12/15/2014,15.08366667,-53.00383333,1,,,
12/16/2014,14,-59,12,,,
12/19/2014,36.658056,-121.824722,0,,,
12/19/2014,15.9535,-94.0104,2,,,
12/19/2014,36.655556,-121.825833,0,,,
12/20/2014,48.117592,-122.751408,2,,,
12/20/2014,47.550434,-122.626476,0,,,
12/21/2014,36.955,-122.024444,0,,,
12/23/2014,18.3,-64.73,0,,,
12/25/2014,47.867867,-122.63503,3,,,
12/27/2014,37.34472,9.741111,0,,,
12/27/2014,36.547222,-121.930278,2,,,
12/30/2014,15.687,-96.237,7,,,
1/1/2015,15.8473,-98.0337,0,,,
1/3/2015,16.623,-99.6978,1,,,
1/9/2015,57.05247,-135.34912,0,,,
1/9/2015,57.0428,-135.32501,2,,,
1/9/2015,57.03858,-135.3736,15,,,
1/9/2015,57.03253,-135.39468,1,,,
1/9/2015,57.10157,-135.40662,0,,,
1/11/2015,57.685798,-2.001086,0,,,
1/16/2015,36.959167,-122.001389,1,,,
1/16/2015,36.960833,-122.012222,1,,,
1/17/2015,17.93,-62.87,0,,,
1/20/2015,24.2975,-17.583611,47,,,
1/22/2015,18,-63,2,,,
1/24/2015,17.0463,-29.3447,17,,,
1/28/2015,16.9997,-38.7717,3,,,
1/28/2015,18.46,-65.02,0,,,
1/28/2015,16.8575,-25.301667,9,,,
1/29/2015,13.533056,-95.803889,13,,,
1/29/2015,36.957222,-121.966944,2,,,
1/30/2015,13.948889,-99.156111,5,,,
1/31/2015,46.229261,-124.02341,2,,,
1/31/2015,17.9167,-45.4167,9,,,
1/31/2015,36.846111,-121.808333,1,,,
2/1/2015,17.1,-47.55,11,,,
2/2/2015,16.8667,-49.25,17,,,
2/3/2015,11.400556,-38.5222222,0,,,
2/4/2015,16.0667,-52.3833,62,,,
2/5/2015,21.826389,-108.015278,10,,,
2/6/2015,0.2891,-90.5589,3,,,
2/7/2015,25.707068,-80.15189,5,,,
2/7/2015,0.314018,-89.947055,2,,,
2/10/2015,12.386111,-53.097778,5,,,
2/11/2015,15.970833,-102.349722,6,,,
2/14/2015,10.088792,99.825303,4,,,
2/14/2015,11.238611,-59.607778,11,,,
2/15/2015,8.48083,81.33078,0,,,
2/18/2015,-37.923667,144.986456,2,,,
2/22/2015,25.1234,-76.8331,9,,,
2/23/2015,25.5377,-76.7583,8,,,
2/23/2015,27.7306,34.19273,5,,,
2/24/2015,18.41,-68.23,0,,,
2/25/2015,18.4889,-64.45,5,,,
2/27/2015,18.7167,-64.283333,1,,,
2/27/2015,-2.329292,140.083849,1,,,
2/28/2015,19.2,-69.33,0,,,
2/28/2015,28.544557,-14.064403,33,,,
2/28/2015,28.355649,-13.877698,20,,,
2/28/2015,28.74005,-13.860787,36,,,
2/28/2015,28.711806,-14.011643,17,,,
3/1/2015,28.689534,-14.013904,8,,,
3/1/2015,47.536529,-122.472239,0,,,
3/2/2015,36.9575,-122.024722,2,,,
3/3/2015,26.4443,-82.0791,1,,,
3/3/2015,10.302,-85.841417,1,,,
3/4/2015,7.122056,99.424308,0,,,
3/4/2015,26.4827,-82.1831,0,,,
3/7/2015,48.134811,-122.83977,11,,,
3/9/2015,9.66551,-85.19258,0,,,
3/12/2015,26.8408,-77.3893,9,,,
3/13/2015,-9.70974,46.53444,6,,,
3/14/2015,-9.7045,46.51059,2,,,
3/15/2015,-9.65893,47.56776,8,,,
3/15/2015,13.5857,-16.61065,1,,,
3/16/2015,-9.77359,47.56754,2,,,
3/16/2015,16.84971667,-87.78736667,2,,,
3/16/2015,16.79941667,-87.8548,3,,,
3/16/2015,16.87846667,-87.723645,5,,,
3/16/2015,16.79965,-87.85793333,2,,,
3/16/2015,16.9733,-87.70246667,0,,,
3/16/2015,16.71308333,-87.85485,0,,,
3/17/2015,-9.7522,47.60239,6,,,
3/17/2015,-9.66099,47.59412,12,,,
3/17/2015,26.6839,-77.173,19,,,
3/18/2015,19.346473,-81.186086,1,,,
3/19/2015,19.333085,-81.084537,0,,,
3/19/2015,19.280831,-81.245956,0,,,
3/19/2015,34.2421,-119.2627,1,,,
3/19/2015,-54.93996667,-69.15401667,6,,,
3/20/2015,-54.73725,-69.61313333,12,,,
3/22/2015,-9.38917,46.19691,2,,,
3/22/2015,39.95373,-74.19792,2,,,
3/23/2015,-9.49621,46.26835,6,,,
3/23/2015,-9.43685,46.20055,2,,,
3/23/2015,-54.54528333,-71.90823333,3,,,
3/24/2015,-9.36693,46.28516,4,,,
3/24/2015,-9.36719,46.24134,2,,,
3/24/2015,16.71485,-87.86828333,0,,,
3/24/2015,16.70053333,-87.88183333,1,,,
3/24/2015,16.71683333,-87.8784,0,,,
3/24/2015,16.71555,-87.8752,0,,,
3/24/2015,16.7594,-87.77516667,0,,,
3/24/2015,16.71986667,-87.7875,10,,,
3/24/2015,-54.5059,-72.02303333,4,,,
3/24/2015,-54.4125,-71.25286667,29,,,
3/25/2015,-9.45176,46.42526,2,,,
3/26/2015,-9.39329,46.24915,5,,,
3/26/2015,-9.72988,46.50068,0,,,
3/26/2015,11.32402,-15.65448,2,,,
3/27/2015,25.15076,-80.51313,2,,,
3/28/2015,33.9854,-119.6378,2,,,
3/28/2015,24.81072,-80.82795,2,,,
3/29/2015,33.4524,-119.0053,0,,,
3/29/2015,25.1291,-80.3896,3,,,
3/30/2015,32.8454,-118.3583,1,,,
4/2/2015,25.8,-79.36,0,,,
4/5/2015,46.270759,-124.074542,1,,,
4/5/2015,36.957915,-121.968467,1,,,
4/5/2015,32.407899,-117.240017,2,,,
4/6/2015,-47.00316667,-56.42195,4,,,
4/8/2015,17.6251,-101.5569,1,,,
4/8/2015,-44.93216667,-57.13673333,13,,,
4/9/2015,-43.25095,-57.86403333,5,,,
4/10/2015,15.859616,-97.078484,1,,,
4/10/2015,-40.78425,-56.83005,20,,,
4/11/2015,-37.74108333,-56.52986667,9,,,
4/11/2015,28.295049,-115.577844,6,,,
4/12/2015,18.2883,-103.7042,1,,,
4/12/2015,-35.98133333,-56.77021667,10,,,
4/15/2015,26.732861,-113.542154,5,,,
4/16/2015,26.239577,-112.474262,3,,,
4/16/2015,9.8155,-20.36217,10,,,
4/19/2015,20.0076,-105.6062,1,,,
4/19/2015,24.778801,-112.256906,4,,,
4/21/2015,24.301023,-111.70709,14,,,
4/23/2015,21.7932,-105.8398,3,,,
4/25/2015,-10.93303,-34.9287,5,,,
4/29/2015,23.5276,-108.5381,3,,,
5/1/2015,24.599576,-110.400389,8,,,
5/1/2015,37.913321,-122.343344,3,,,
5/2/2015,25.2889,-109.4241,1,,,
5/2/2015,0.31,128.16,4,,,
5/2/2015,39.426348,-123.805699,1,,,
5/3/2015,41.746334,-124.184193,10,,,
5/5/2015,43.346018,-124.323508,0,,,
5/6/2015,22.066708,-64.483376,109,,,
5/6/2015,24.433567,-64.278056,34,,,
5/7/2015,26.55,-16.2,40,,,
5/7/2015,23.183301,-106.420706,8,,,
5/7/2015,48.368836,-124.6248,2,,,
5/8/2015,30.450185,-64.216873,21,,,
5/8/2015,48.399562,-122.494613,2,,,
5/10/2015,24.88333333,-24,7,,,
5/10/2015,-12.75815,-38.63575,3,,,
5/12/2015,24.33638889,-29.15916667,17,,,
5/14/2015,60.19458333,-145.3325,2,,,
5/15/2015,21.312377,-106.223221,14,,,
5/16/2015,26.95,-40.83333333,2,,,
5/17/2015,19.537646,-105.084755,0,,,
5/18/2015,28.18333333,-45.86666667,16,,,
5/20/2015,18.208138,-103.760621,2,,,
5/22/2015,31.63527778,-53.90194444,4,,,
5/22/2015,-27.11763333,-48.54018333,13,,,
5/24/2015,60.39033333,-145.7124333,0,,,
5/25/2015,32.68333333,-62.51666667,3,,,
5/27/2015,32.45111111,-65.83583333,10,,,
5/27/2015,37.483417,-47.516694,89,,,
5/29/2015,77.38339,13.83342,3,,,
6/2/2015,46.229167,-63.124167,1,,,
6/2/2015,46.23,-63.145556,1,,,
6/4/2015,26.1264,-80.09215,7,,,
6/5/2015,26.055,-79.99,6,,,
6/6/2015,18.5,-64.37,0,,,
6/7/2015,50.779417,0.054094,0,,,
6/7/2015,50.5811833,-2.4153333,6,,,
6/8/2015,26.0136,-79.88691667,7,,,
6/9/2015,46.432222,-63.318333,2,,,
6/9/2015,46.388333,-63.7825,1,,,
6/9/2015,46.450556,-63.461667,2,,,
6/9/2015,15.803222,-96.008161,6,,,
6/10/2015,46.455278,-63.293611,2,,,
6/11/2015,24.5459,-81.41246667,1,,,
6/12/2015,-43.610071,146.821896,2,,,
6/13/2015,52.3732,-131.356,1,,,
6/13/2015,60.008,-149.404,15,,,
6/13/2015,69.03017,-16.62,9,,,
6/14/2015,49.52668,-124.63335,2,,,
6/15/2015,52.1173,-131.1566,1,,,
6/15/2015,25.7429,-80.08645,3,,,
6/16/2015,26.0192,-80.08565,6,,,
6/16/2015,60.06606,-149.43947,6,,,
6/17/2015,60.03106,-149.43946,8,,,
6/17/2015,50.16668,-125.3352,9,,,
6/19/2015,42.8,-59.9,4,,,
6/20/2015,65.683027,-18.086119,5,,,
6/20/2015,65.705569,-21.665213,7,,,
6/24/2015,66.017788,-23.448292,10,,,
6/25/2015,15.763737,-96.094417,10,,,
6/26/2015,59.7732,-150.0451,1,,,
6/27/2015,59.87472,-149.7407,7,,,
6/27/2015,59.9816,-139.4553667,12,,,
6/27/2015,66.434639,-163.272417,8,,,
6/28/2015,59.85748,-149.6314,2,,,
6/29/2015,37.85311667,-122.4023667,18,,,
6/30/2015,60.42217,-42.483,8,,,
7/6/2015,36.98238333,-122.9855667,19,,,
7/6/2015,36.97311667,-122.9537333,31,,,
7/7/2015,-43.568965,172.762724,0,,,
7/8/2015,63.68133,-51.63917,21,,,
7/12/2015,37.677222,-76.3275,10,,,
7/14/2015,73.62611667,-81.36758333,107,,,
7/14/2015,73.62611667,-81.36758333,116,,,
7/14/2015,73.62611667,-81.36758333,41,,,
7/14/2015,73.6265,-81.36286667,30,,,
7/14/2015,73.6265,-81.36286667,44,,,
7/14/2015,73.6265,-81.36286667,49,,,
7/14/2015,37.91343333,-122.4544833,21,,,
7/14/2015,-12.97238,-38.51602,0,,,
7/15/2015,-18.55338,43.83788,3,,,
7/16/2015,8.39816,-83.3481,4,,,
7/16/2015,60.04952,-149.44315,8,,,
7/16/2015,60.04422,-149.4409,7,,,
7/19/2015,37.6358333,-76.4125,11,,,
7/21/2015,-13.91547,-38.98988,0,,,
7/22/2015,59.903801,-149.72331,5,,,
7/22/2015,57.17495,-133.1069333,9,,,
7/23/2015,16.51,-144.42,17,,,
7/23/2015,42,-49.1,2,,,
7/24/2015,57.30011667,-133.71685,3,,,
7/25/2015,11.787,-86.514,2,,,
7/25/2015,-14.77318,-38.9879,0,,,
7/26/2015,21.268966,-157.822934,6,,,
7/30/2015,59.94463,-149.29577,7,,,
7/30/2015,-17.9684,-38.71215,1,,,
8/1/2015,38.14138889,-76.61333333,8,,,
8/2/2015,40.4,-44.01,4,,,
8/5/2015,78.9276,11.9374,4,,,
8/6/2015,11.257212,-85.877529,2,,,
8/8/2015,41.4,-39.7,0,,,
8/9/2015,-26.877,-45.608,4,,,
8/10/2015,-29.71,-46.582,2,,,
8/11/2015,-31.696,-48.56,18,,,
8/12/2015,-33.218,-51.063,0,,,
8/12/2015,48.56968,-46.36145,8,,,
8/13/2015,-34.53,-53.86,4,,,
8/15/2015,50.56946,-36.16327,4,,,
8/17/2015,51.40311,-30.18214,10,,,
8/18/2015,62.39033,-10.2745,0,,,
8/19/2015,42.1,-35.3,4,,,
8/21/2015,-35.632,-55.158,44,,,
8/22/2015,-37.458,-55.868,1,,,
8/27/2015,49.485642,-124.353517,0,,,
8/28/2015,49.485642,-124.353517,3,,,
8/28/2015,49.485642,-124.353517,0,,,
8/30/2015,10.935708,-85.866627,6,,,
8/30/2015,58.27733,8.901667,1,,,
9/1/2015,57.91061667,-133.50505,21,,,
9/1/2015,76.53914,-81.246405,7,,,
9/1/2015,49.485642,-124.353517,4,,,
9/2/2015,45.2461,-61.22393333,15,,,
9/2/2015,49.485642,-124.353517,10,,,
9/6/2015,30.15503,-15.15503,1,,,
9/6/2015,30.16137,-15.87577,2,,,
9/7/2015,30.04027,-16.02938,1,,,
9/8/2015,30.0571,-16.04051,0,,,
9/8/2015,30.05721,-16.0496,0,,,
9/9/2015,30.04973,-16.05405,0,,,
9/9/2015,30.03508,-16.05608,1,,,
9/9/2015,30.02843,-16.05731,2,,,
9/10/2015,30.01959,-16.03149,1,,,
9/10/2015,30.02962,-16.01961,2,,,
9/11/2015,30.14995,-15.85514,0,,,
9/11/2015,30.14548,-15.85511,0,,,
9/11/2015,43.5,-30.7,6,,,
9/12/2015,30.134,-15.8703,2,,,
9/12/2015,30.14009,-15.87603,0,,,
9/15/2015,41.201806,-71.560333,6,,,
9/15/2015,41.392942,-71.420267,4,,,
9/18/2015,41.53705,-71.40441,4,,,
9/19/2015,32.631528,-117.104222,4,,,
9/19/2015,32.632222,-117.105583,5,,,
9/19/2015,32.632056,-117.105917,3,,,
9/28/2015,10.850467,-85.797967,4,,,
9/30/2015,30.11666667,-15.88333333,1,,,
10/8/2015,41.56333,-71.23667,4,,,
10/10/2015,39.0558,-76.2883,63,,,
10/10/2015,38.8678,-76.485,51,,,
10/10/2015,38.9387,-76.5281,23,,,
10/11/2015,41.631944,-71.403889,2,,,
10/12/2015,37.656008,-76.436844,8,,,
10/12/2015,37.631705,-76.436581,4,,,
10/12/2015,37.625939,-76.409586,4,,,
10/12/2015,37.58982,-76.2855,48,,,
10/18/2015,-12.147541,-77.025402,0,,,
10/25/2015,48.810111,-123.318694,1,,,
10/25/2015,48.733889,-123.1875,8,,,
10/28/2015,20.691604,-156.444971,4,,,
10/31/2015,-43.57150674,172.7713555,2,,,
11/2/2015,21.016144,-156.639876,6,,,
11/2/2015,-32.92106667,-71.64111,0,,,
11/4/2015,-52.92278,-70.5933,12,,,
11/6/2015,-51.91417,-72.73694,2,,,
11/9/2015,-42.74051,147.207052,0,,,
11/11/2015,45.44075,12.32145,2,,,
11/12/2015,34.2,-77.26667,323,,,
11/13/2015,38.8992,-76.4797,16,,,
11/15/2015,-42.913731,147.360354,3,,,
11/17/2015,24.32417,-110.3272,0,,,
11/17/2015,38.8663,-76.4925,26,,,
11/19/2015,23.37897641,-109.4305,6,,,
11/23/2015,60.373506,-146.231834,11,,,
12/2/2015,60.03022,-148.038987,8,,,
12/2/2015,60.04515,-147.55605,8,,,
12/2/2015,60.311944,-148.055605,13,,,
12/4/2015,60.33072,-148.01997,6,,,
12/4/2015,60.466666,-148.39903,11,,,
12/4/2015,60.484764,-148.343776,26,,,
12/4/2015,60.485862,-148.268703,6,,,
12/5/2015,60.153596,-147.329578,16,,,
12/5/2015,60.212917,-147.171583,10,,,
12/7/2015,60.518789,-147.35228,6,,,
12/7/2015,60.476233,-147.47189,6,,,
12/13/2015,60.543707,-145.762503,0,,,
12/13/2015,60.562733,-145.742953,12,,,
12/24/2015,-2.513579,9.751595,7,,,
12/25/2015,25.31615,-80.908183,0,,,
12/28/2015,1.745,110.493,0,,,
12/29/2015,1.81,110.325,0,,,
12/30/2015,-20.187121,-70.180562,0,,,
1/2/2016,-20.646684,-70.19815,0,,,
1/5/2016,18.31667,-64,10,,,
1/7/2016,8.55,140.06,0,,,
1/7/2016,18.2243,-64.31981,0,,,
1/8/2016,1.2817,108.13,3,,,
1/8/2016,26.35833,-78.48333,68,,,
1/10/2016,18.3031196,-64.2330754,0,,,
1/10/2016,0.9283,107.473,3,,,
1/12/2016,-38.03473913,140.6198572,0,,,
1/12/2016,0.043,107.86167,8,,,
1/13/2016,-1.71483,108.678167,0,,,
1/16/2016,-1.9787,108.39467,1,,,
1/19/2016,18.2038,-64.4243,0,,,
1/20/2016,18.2642,-64.45052,6,,,
1/24/2016,-37.16196181,139.7618177,0,,,
1/24/2016,18.2893,-64.277,0,,,
1/24/2016,-2.3727,107.6495,5,,,
1/25/2016,-64.541524,-61.995803,12,,,
1/25/2016,-64.655973,-62.129507,8,,,
1/25/2016,24.36167,-76.52833,3,,,
1/26/2016,-2.8098,107.366,0,,,
1/28/2016,-64.823977,-63.484497,11,,,
1/28/2016,24.395,-76.635,7,,,
1/31/2016,-64.817176,-63.5025,8,,,
2/4/2016,-55.295339,-66.837689,1,,,
2/5/2016,23.88667,-76.165,1,,,
2/6/2016,-54.934913,-67.61865,12,,,
2/6/2016,-54.874657,-68.022979,14,,,
2/12/2016,-38.05912813,140.7992117,0,,,
2/18/2016,12.301,-82.986,7,,,
2/21/2016,12.82465,-60.371583,19,,,
2/25/2016,14.0116,-59.7146,21,,,
2/26/2016,-38.03774,140.94376,0,,,
2/26/2016,14.19308,-60.8738,2,,,
3/5/2016,14.3452,-61.67163,8,,,
3/5/2016,22.36167,-72.98333,0,,,
3/7/2016,15.37885,-61.49292,1,,,
3/9/2016,16.9754,-61.78135,10,,,
3/11/2016,17.0115,-61.7824,5,,,
3/13/2016,-3.14583,111.47267,1,,,
3/13/2016,10.29002,-109.23054,3,,,
3/14/2016,3.543837,100.227747,77,,,
3/14/2016,37.788174,-122.491338,3,,,
3/14/2016,37.788174,-122.491338,2,,,
3/14/2016,10.32106,-109.22913,1,,,
3/14/2016,10.28359,-109.21552,3,,,
3/15/2016,38.879,-76.521,18,,,
3/15/2016,38.8592,-76.5101,10,,,
3/15/2016,19.90167,-70.95333,36,,,
3/15/2016,10.31494,-109.21211,1,,,
3/16/2016,10.29423,-109.20042,1,,,
3/16/2016,10.28636,-109.22016,0,,,
3/17/2016,10.31207,-109.20273,0,,,
3/17/2016,10.29929,-109.19892,1,,,
3/17/2016,10.28839,-109.20377,1,,,
3/18/2016,10.33125,-109.24828,3,,,
3/19/2016,-2.7367,111.7367,0,,,
3/19/2016,10.30101,-109.16983,3,,,
3/19/2016,10.31713,-109.21667,0,,,
3/22/2016,-1.66,108.92167,0,,,
3/25/2016,11.13997,-85.7964,0,,,
3/28/2016,-0.01,108.70167,0,,,
3/30/2016,18.75492,-110.91424,0,,,
3/30/2016,18.7996,-110.9158,1,,,
3/31/2016,18.84204,-110.94576,0,,,
3/31/2016,18.81913,-110.93303,3,,,
4/1/2016,18.78367,-111.04778,0,,,
4/1/2016,18.76801,-111.0237,0,,,
4/3/2016,58.4,-152.3,5,,,
4/3/2016,19.90167,-70.95333,1,,,
4/4/2016,19.382409,-155.990753,0,,,
4/4/2016,19.432924,-156.153488,4,,,
4/4/2016,18.99268,-112.08426,0,,,
4/6/2016,3.81,112.9183,0,,,
4/8/2016,19.08,-69.47,6,,,
4/9/2016,-3.969059,106.440687,25,,,
4/9/2016,58.3,-152.06,5,,,
4/9/2016,19.3096,-110.8192,1,,,
4/9/2016,19.29609,-110.8148,0,,,
4/14/2016,23.46238,-109.4078,3,,,
4/16/2016,-7.989448,102.649707,93,,,
4/17/2016,19.646346,-156.017618,0,,,
4/25/2016,-0.57,-90.57,3,,,
4/26/2016,9.92333,116.3,24,,,
4/28/2016,-2.52,-94.4,4,,,
4/29/2016,-12.091676,96.883339,24,,,
4/29/2016,14.228,118.822,21,,,
5/1/2016,-3.25,-98.43,0,,,
5/3/2016,-5.11,-102.52,4,,,
5/4/2016,18.0395937,-63.09167675,0,,,
5/5/2016,9.291475,-82.087536,0,,,
5/5/2016,-5.52,-106.54,2,,,
5/6/2016,18.364224,-64.725497,0,,,
5/6/2016,18.364224,-64.725497,0,,,
5/6/2016,18.35964,-64.811367,0,,,
5/6/2016,18.301008,-64.82921,0,,,
5/6/2016,18.326917,-64.796802,3,,,
5/7/2016,-16.351642,78.834707,13,,,
5/7/2016,59.86,-149.11,13,,,
5/7/2016,-5.58,-111.4,2,,,
5/8/2016,70.668056,25.389722,1,,,
5/8/2016,19.4577,-154.8418,0,,,
5/14/2016,-8.43,-123.39,0,,,
5/17/2016,-9.5,-130.04,0,,,
